CurrentRank,LastRank,Institution,Country,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,Latitude,Longitude,anno,pca_1,pca_2,color
480,384,AMERICAN UNIVERSITY,United States,L,CO,HI,5.0,B,0.0,0,0.0,0,30.0,401,10.3,401.0,7.5,401.0,32.0,401.0,26.5,38.9371,-77.0869,2018,-0.3621426743874347,-0.7085492237877579,blue
480,450,DONGGUK UNIVERSITY ,South Korea,L,FC,HI,5.0,B,0.0,0,0.0,0,76.1,141,7.2,401.0,12.4,401.0,28.9,401.0,26.6,37.558227,126.999829,2018,-0.0636491936936734,-0.5738770630457304,blue
480,450,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,China,XL,FC,VH,4.0,A,0.0,0,0.0,0,18.1,401,52.0,215.0,12.7,401.0,8.1,401.0,26.5,30.582553,114.255227,2018,-0.4016440084778634,0.2773097137180219,blue
480,430,IOWA STATE UNIVERSITY,United States,XL,CO,VH,5.0,A,0.0,0,0.0,0,14.2,401,42.1,301.0,21.9,401.0,23.7,401.0,26.5,42.026508,-93.64733,2018,-0.1761838354274892,-0.7015194847074419,blue
480,600,JOHANNES KEPLER UNIVERSITÄT LINZ (JKU),Austria,M,CO,VH,4.0,A,0.0,0,0.0,0,24.9,401,27.6,401.0,67.4,230.0,24.0,401.0,26.4,48.336651,14.320349,2018,-0.1888946030266637,0.7817666831450579,blue
480,470,KARL0FRANZENS0UNIVERSITÄT GRAZ,Austria,L,CO,HI,5.0,A,0.0,0,0.0,0,17.0,401,17.7,401.0,52.8,301.0,37.1,375.0,26.5,47.07337425,15.44966475,2018,-0.0774239555862824,-0.3946462524562761,blue
480,550,KING KHALID UNIVERSITY,Saudi Arabia,XL,FC,MD,2.0,A,0.0,0,0.0,0,77.4,133,1.4,401.0,100.0,29.0,24.5,401.0,26.6,24.713405,46.621625,2018,0.1144595449802393,3.389364048627988,blue
480,480,MIDDLE EAST TECHNICAL UNIVERSITY,Turkey,L,CO,VH,4.0,A,0.0,0,0.0,0,8.3,401,23.2,401.0,10.5,401.0,8.8,401.0,26.4,35.247662,33.023643,2018,-0.8506822659192447,0.2498161030697712,blue
480,440,SHARIF UNIVERSITY OF TECHNOLOGY,Iran,M,FO,VH,4.0,A,0.0,0,0.0,0,9.7,401,84.3,51.0,,,1.3,401.0,26.4,28.362228,75.588597,2018,-0.0679977447109475,0.2983390210375171,blue
480,490,TIANJIN UNIVERSITY,China,XL,CO,VH,5.0,A,0.0,0,0.0,0,30.6,401,49.7,237.0,7.5,401.0,4.2,401.0,26.5,39.101647,117.1661475,2018,-0.3364038549100135,-0.8746843863137883,blue
490,500,ABERYSTWYTH UNIVERSITY,United Kingdom,M,CO,VH,5.0,A,0.0,0,0.0,0,30.6,401,34.4,367.0,61.8,254.0,43.4,326.0,26.2,52.415089,-4.083116,2018,0.3026511365857424,-0.2607330396222154,blue
490,600,CAIRO UNIVERSITY,Egypt,XL,FC,HI,5.0,A,0.0,0,0.0,0,13.2,401,2.7,401.0,2.4,401.0,7.1,401.0,26.2,30.0276,31.21014,2018,-1.1718984484041697,-0.9164491235387624,blue
490,450,CHANG GUNG UNIVERSITY,Taiwan,M,FO,VH,3.0,B,0.0,0,0.0,0,69.0,174,46.5,266.0,3.9,401.0,8.3,401.0,26.3,25.055401,121.549599,2018,-0.2140006511639322,1.4727731731956073,blue
490,386,COLORADO STATE UNIVERSITY,United States,L,CO,VH,5.0,A,0.0,0,0.0,0,28.9,401,23.5,401.0,25.3,401.0,11.0,401.0,26.1,40.5749825,-105.0847257,2018,-0.2958781473367219,-0.7229672053473702,blue
490,430,JULIUS0MAXIMILIANS0UNIVERSITÄT WÜRZBURG,Germany,L,FC,VH,5.0,A,0.0,0,0.0,0,14.5,401,48.7,248.0,33.7,380.0,13.8,401.0,26.3,49.7880715,9.9352785,2018,-0.1094750433935773,-0.6834928579090089,blue
490,430,RENMIN (PEOPLE’S) UNIVERSITY OF CHINA,China,L,FO,VH,4.0,A,0.0,0,0.0,0,33.9,388,5.9,401.0,8.5,401.0,7.5,401.0,26.0,39.9699825,116.3122275,2018,-0.7909586140317101,0.2886163961209081,blue
490,500,UNIVERSITÀ CATTOLICA DEL SACRO CUORE,Italy,XL,CO,VH,4.0,B,0.0,0,0.0,0,10.6,401,17.9,401.0,16.3,401.0,14.6,401.0,26.3,45.462393,9.1766785,2018,-0.8223835122513631,0.3332957086788816,blue
490,490,UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II,Italy,XL,FC,VH,5.0,A,0.0,0,0.0,0,3.7,401,46.4,267.0,1.6,401.0,1.4,401.0,25.9,40.8462925,14.257262,2018,-0.7045564986126102,-0.9980550615443076,blue
490,450,UNIVERSITÄT BREMEN,Germany,L,CO,VH,3.0,A,0.0,0,0.0,0,25.6,401,23.0,401.0,29.1,401.0,20.9,401.0,25.9,53.1081475,8.853526,2018,-0.5204933439088434,1.6180596515441763,blue
490,550,UNIVERSITY OF DELHI,India,L,FC,HI,4.0,A,0.0,0,0.0,0,7.8,401,11.7,401.0,2.7,401.0,1.7,401.0,26.1,28.561307,77.2832785,2018,-1.2202237743448077,0.1601878851693767,blue
490,450,"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",United States,M,FC,VH,4.0,A,0.0,0,0.0,0,17.7,401,78.4,73.0,11.2,401.0,15.1,401.0,26.2,39.255014,-76.71201300000001,2018,-0.0834443964023093,0.3055193169909887,blue
500,480,BOGAZIÇI ÜNIVERSITESI,Turkey,M,CO,VH,5.0,A,0.0,0,0.0,0,5.6,401,33.0,381.0,19.1,401.0,16.5,401.0,25.8,41.083556,29.050598,2018,-0.539680276752027,-0.7804532107892557,blue
500,550,CZECH TECHNICAL UNIVERSITY IN PRAGUE,Czech Republic,L,SP,VH,5.0,A,0.0,0,0.0,0,26.0,401,9.5,401.0,5.9,401.0,42.3,334.0,25.7,50.1013,14.3864,2018,-0.5759843655812943,-0.6490025424673186,blue
500,500,JILIN UNIVERSITY,China,XL,FC,VH,4.0,A,0.0,0,0.0,0,49.0,276,20.1,401.0,16.7,401.0,3.3,401.0,25.6,43.824591,125.276124,2018,-0.5848897677462114,0.3600442889712866,blue
500,550,KAZAKH NATIONAL PEDAGOGICAL UNIVERSITY ABAI,Kazakhstan,M,CO,LO,4.0,A,0.0,0,0.0,0,92.6,67,,,19.5,401.0,9.4,401.0,25.3,-26.114586,-55.938051,2018,-0.1651857643549767,0.5290394876261871,blue
500,600,POLITÉCNICA DE MADRID,Spain,XL,SP,VH,3.0,A,0.0,0,0.0,0,21.1,401,10.9,401.0,3.2,401.0,33.6,396.0,25.2,50.0138409,10.2134972,2018,-1.0106096305259529,1.526990848123809,blue
500,460,PUSAN NATIONAL UNIVERSITY,South Korea,L,FC,VH,4.0,A,0.0,0,0.0,0,34.7,376,21.8,401.0,8.1,401.0,11.1,401.0,25.2,35.233648,129.079376,2018,-0.6444487943436289,0.3107113464091335,blue
500,550,"UNIVERSIDADE ESTADUAL PAULISTA ""JÚLIO DE MESQUITA FILHO""",Brazil,XL,FC,VH,3.0,A,0.0,0,0.0,0,27.4,401,10.8,401.0,5.9,401.0,3.3,401.0,25.8,-22.891057,-48.49513,2018,-1.1445344480342,1.367765282678853,blue
500,500,UNIVERSITÉ SAINT0JOSEPH DE BEYROUTH,Lebanon,M,FC,MD,5.0,B,0.0,0,0.0,0,70.2,165,2.2,401.0,59.9,265.0,9.3,401.0,25.6,37.743944,-87.11971249999999,2018,-0.0522989603287863,-0.3830505126363969,blue
500,550,UNIVERSITY OF GUELPH,Canada,L,CO,VH,4.0,A,0.0,0,0.0,0,9.5,401,40.9,311.0,46.9,320.0,15.5,401.0,25.3,43.532261,-80.2254645,2018,-0.4071877266785327,0.5448615119587022,blue
500,650,URAL FEDERAL UNIVERSITY,Russia,L,CO,HI,4.0,A,0.0,0,0.0,0,73.5,152,1.7,401.0,13.5,401.0,19.2,401.0,25.3,42.9347162,-78.8262477347458,2018,-0.6475255354446082,0.5151868753945682,blue
550,550,AMIRKABIR UNIVERSITY OF TECHNOLOGY,Iran,L,FO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7026388561,51.4053983784,2018,-1.879325922468758,0.1139890651672985,blue
550,500,ARISTOTLE UNIVERSITY OF THESSALONIKI,Greece,XL,FC,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.629269,22.947412,2018,-1.8129652623181285,0.1089734383084571,blue
550,600,CHIBA UNIVERSITY,Japan,L,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6253324987,140.091316301,2018,-1.831553970824217,-1.00874407966223,blue
550,550,CHONBUK NATIONAL UNIVERSITY,South Korea,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.629,127.457,2018,-1.879325922468758,0.1139890651672985,blue
550,550,CITY UNIVERSITY OF NEW YORK,United States,XL,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8209339,-73.9529155,2018,-1.765193310673587,-1.0137597065210713,blue
550,480,CLARK UNIVERSITY,United States,S,CO,HI,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.251,-71.8232,2018,-1.6722883864627056,-1.020781584123449,blue
550,550,DREXEL UNIVERSITY,United States,L,FC,HI,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.955879,-75.188961,2018,-1.765193310673587,-1.0137597065210713,blue
550,600,EAST CHINA NORMAL UNIVERSITY,China,L,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2289065,121.4010935,2018,-1.945686582619388,0.1190046920261399,blue
550,490,INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI (IITG),India,M,CO,VH,2.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1900805,91.691911,2018,-2.0279583538783434,2.3634678563134286,blue
550,550,"KINGSTON UNIVERSITY, LONDON",United Kingdom,L,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.402905,-0.303256,2018,-1.765193310673587,-1.0137597065210713,blue
550,480,LAPPEENRANTA UNIVERSITY OF TECHNOLOGY,Finland,S,,,,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.065426,28.091146,2018,-1.750241317355132,-0.2505256451704955,blue
550,490,LEHIGH UNIVERSITY,United States,M,CO,VH,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6071065,-75.3781415,2018,-1.6855605184928315,-1.019778458751681,blue
550,650,M.O.AUEZOV SOUTH KAZAKHSTAN STATE UNIVERSITY,Kazakhstan,L,CO,LO,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,68.5,2018,-2.0120472427700173,0.1240203188849812,blue
550,550,MURDOCH UNIVERSITY,Australia,M,CO,VH,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.06937175,115.841134,2018,-1.9934585342639288,1.2417378368556686,blue
550,600,"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""",Ukraine,L,FO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.449091,30.459302,2018,-1.831553970824217,-1.00874407966223,blue
550,650,"NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ""MISIS""",Russia,M,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6449595,72.98958999999999,2018,-2.0120472427700173,0.1240203188849812,blue
550,550,OKAYAMA UNIVERSITY,Japan,L,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.685822,133.918641,2018,-1.765193310673587,-1.0137597065210713,blue
550,650,PEOPLE'S FRIENDSHIP UNIVERSITY OF RUSSIA,Russia,L,FC,MD,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6718195,37.48924,2018,-2.0120472427700173,0.1240203188849812,blue
550,550,PONTIFICIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUC0SP),Brazil,M,FC,MD,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.549166,-46.64976,2018,-1.879325922468758,0.1139890651672985,blue
550,550,PONTIFICIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO 0 PUC 0 RIO,Brazil,L,CO,HI,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.000373,-43.330713,2018,-1.879325922468758,0.1139890651672985,blue
550,550,SOUTHEAST UNIVERSITY,China,XL,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9801681,-93.2371466,2018,-1.765193310673587,-1.0137597065210713,blue
550,600,SYRACUSE UNIVERSITY,United States,L,CO,VH,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.038514,-76.13476,2018,-1.831553970824217,-1.00874407966223,blue
550,480,TECHNISCHE UNIVERSITÄT BRAUNSCHWEIG,Germany,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5117255,13.3266705,2018,-1.6722883864627056,-1.020781584123449,blue
550,1000,TECHNISCHE UNIVERSITÄT GRAZ,Austria,L,FO,VH,,,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.07337425,15.44966475,2018,-2.4403921829216806,-0.1983631258385451,blue
550,500,THE CATHOLIC UNIVERSITY OF KOREA ,South Korea,M,FC,VH,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.278407,127.027788,2018,-1.6988326505229574,-1.0187753333799128,blue
550,550,UNIVERSIDAD DE GRANADA,Spain,XL,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.178527,-3.602952,2018,-1.765193310673587,-1.0137597065210713,blue
550,650,UNIVERSIDAD DE MONTEVIDEO,Uruguay,S,FC,LO,2.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.904452,-56.162904,2018,-2.240312466360358,2.379517862261721,blue
550,550,UNIVERSIDADE FEDERAL DE SÃO PAULO (UNIFESP),Brazil,L,FC,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.439294,-46.404078,2018,-1.879325922468758,0.1139890651672985,blue
550,470,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Brazil,XL,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.072055,-51.119901,2018,-1.6590162544325795,-1.0217847094952175,blue
550,550,UNIVERSITÄT DES SAARLANDES,Germany,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2552315,7.0416205000000005,2018,-1.879325922468758,0.1139890651672985,blue
550,1000,UNIVERSITÄT HOHENHEIM,Germany,M,,,,,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.712179,9.2128,2018,-2.4403921829216806,-0.1983631258385451,blue
550,550,UNIVERSITÄT LEIPZIG,Germany,L,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3386645,12.3787115,2018,-1.765193310673587,-1.0137597065210713,blue
550,550,UNIVERSITÄT REGENSBURG,Germany,L,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.998455500000006,12.094425,2018,-1.879325922468758,0.1139890651672985,blue
550,550,UNIVERSITÉ CLAUDE BERNARD LYON 1,France,XL,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.782781,4.872383,2018,-1.765193310673587,-1.0137597065210713,blue
550,550,UNIVERSITÉ DE BORDEAUX,France,XL,FO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.79743,-0.617745,2018,-1.765193310673587,-1.0137597065210713,blue
550,1000,UNIVERSITÉ DE FRIBOURG,Switzerland,M,FO,VH,,,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.793776,7.159218,2018,-2.4403921829216806,-0.1983631258385451,blue
550,550,UNIVERSITÉ DU QUÉBEC,Canada,XL,FC,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.812809,-71.225324,2018,-1.9934585342639288,1.2417378368556686,blue
550,470,UNIVERSITÉ PAUL SABATIER TOULOUSE III,France,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.566074,1.464728,2018,-1.6590162544325795,-1.0217847094952175,blue
550,1000,UNIVERSITY OF AVEIRO,Portugal,L,SP,VH,,,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.630682,-8.6580765,2018,-2.4403921829216806,-0.1983631258385451,blue
550,650,UNIVERSITY OF BAGHDAD,Iraq,XL,FC,MD,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.37102,44.381165,2018,-2.0120472427700173,0.1240203188849812,blue
550,600,UNIVERSITY OF CINCINNATI,United States,L,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1319205,-84.515631,2018,-1.831553970824217,-1.00874407966223,blue
550,550,UNIVERSITY OF LIMERICK (UL),Ireland,M,FC,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.674214,-8.571463000000001,2018,-1.9934585342639288,1.2417378368556686,blue
550,550,UNIVERSITY OF MACAU,Macau,M,FO,VH,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.124095,113.545254,2018,-1.9934585342639288,1.2417378368556686,blue
550,500,UNIVERSITY OF NEBRASKA,United States,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8178045,-96.702037,2018,-1.6988326505229574,-1.0187753333799128,blue
550,470,UNIVERSITY OF OKLAHOMA,United States,L,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.20446,-97.445274,2018,-1.6590162544325795,-1.0217847094952175,blue
550,600,UNIVERSITY OF PRETORIA,South Africa,XL,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.75,28.25,2018,-1.831553970824217,-1.00874407966223,blue
550,500,UNIVERSITY OF SOUTH FLORIDA,United States,XL,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0579745,-82.4131625,2018,-1.8129652623181285,0.1089734383084571,blue
550,550,UNIVERSITY OF SZEGED,Hungary,L,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.250714,20.148963,2018,-1.765193310673587,-1.0137597065210713,blue
550,500,YOKOHAMA CITY UNIVERSITY,Japan,S,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3340155,139.6177705,2018,-1.6988326505229574,-1.0187753333799128,blue
600,550,ABO AKADEMI UNIVERSITY,Finland,M,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.452331524,22.273832238,2018,-1.9350621053349693,0.1127804624445814,blue
600,550,ATENEO DE MANILA UNIVERSITY,Philippines,L,FC,LO,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.662315,121.052513,2018,-1.8209294935397984,-1.0149683092437884,blue
600,650,BAR0ILAN UNIVERSITY,Israel,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.067333064,34.838829978,2018,-2.0677834256362284,0.1228117161622641,blue
600,440,BEIHANG UNIVERSITY,China,XL,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.97416277,116.33916531,2018,-1.789068653003584,0.1017460833551303,blue
600,600,CHIANG MAI UNIVERSITY,Thailand,XL,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8026,98.9516,2018,-2.0014227654855987,0.1177960893034228,blue
600,600,COLLEGE OF WILLIAM & MARY,United States,M,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2711,-76.7075,2018,-1.8872901536904283,-1.0099526823849472,blue
600,700,COVENTRY UNIVERSITY,United Kingdom,L,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.408054,-1.510556,2018,-2.0200114739916875,-0.9999214286672644,blue
600,490,DALIAN UNIVERSITY OF TECHNOLOGY,China,XL,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.878305,121.524153,2018,-1.8554293131542137,0.1067617102139717,blue
600,480,EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,China,XL,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8408885,117.26286,2018,-1.842157181124088,0.1057585848422034,blue
600,600,FLINDERS UNIVERSITY,Australia,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.023065,138.57237600000002,2018,-2.0014227654855987,0.1177960893034228,blue
600,600,HOWARD UNIVERSITY,United States,M,FC,HI,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.921405,-77.020477,2018,-1.8872901536904283,-1.0099526823849472,blue
600,550,INSTITUTO TECNOLÓGICO DE BUENOS AIRES (ITBA),Argentina,S,CO,MD,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.603039,-58.367632,2018,-1.9350621053349693,0.1127804624445814,blue
600,500,IRAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Iran,M,FO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.485531,124.6567485,2018,-1.86870144518434,0.10776483558574,blue
600,700,JUSTUS0LIEBIG0UNIVERSITÄT GIEßEN,Germany,L,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.578491,8.6850235,2018,-2.0200114739916875,-0.9999214286672644,blue
600,600,KANAZAWA UNIVERSITY,Japan,M,FC,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.551433,136.69251975,2018,-2.0014227654855987,0.1177960893034228,blue
600,600,KUMAMOTO UNIVERSITY,Japan,M,FC,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.81362,130.72774,2018,-2.0014227654855987,0.1177960893034228,blue
600,650,LINGNAN UNIVERSITY (HONG KONG),Hong Kong,S,SP,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.410066,113.982752,2018,-1.953650813841058,-1.0049370555261057,blue
600,650,MASARYK UNIVERSITY,Czech Republic,L,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.850269,-77.8496395,2018,-2.0677834256362284,0.1228117161622641,blue
600,550,MICHIGAN TECHNOLOGICAL UNIVERSITY,United States,M,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1195605,-88.548516,2018,-1.8209294935397984,-1.0149683092437884,blue
600,550,NAGASAKI UNIVERSITY,Japan,M,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.785698499999995,129.8648125,2018,-1.9350621053349693,0.1127804624445814,blue
600,600,NATIONAL RESEARCH SARATOV STATE UNIVERSITY,Russia,M,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.943127,-77.062614,2018,-1.8872901536904283,-1.0099526823849472,blue
600,700,OSAKA CITY UNIVERSITY,Japan,M,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.617467,135.516784,2018,-2.0200114739916875,-0.9999214286672644,blue
600,600,PHILIPPS0UNIVERSITÄT MARBURG ,Germany,L,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.807051,8.769975,2018,-1.8872901536904283,-1.0099526823849472,blue
600,550,SEJONG UNIVERSITY ,South Korea,M,CO,VH,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.596275,127.0522025,2018,-1.9350621053349693,0.1127804624445814,blue
600,550,SHANDONG UNIVERSITY,China,XL,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.526157,122.048467,2018,-1.8209294935397984,-1.0149683092437884,blue
600,600,SICHUAN UNIVERSITY,China,XL,FC,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.675937,104.100308,2018,-2.0014227654855987,0.1177960893034228,blue
600,600,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,China,XL,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1563715,113.340126,2018,-2.0014227654855987,0.1177960893034228,blue
600,600,SOUTHERN FEDERAL UNIVERSITY,Russia,L,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2246845,39.728733,2018,-1.8872901536904283,-1.0099526823849472,blue
